,file,scenario,tech_choice,city,doe_reference_name,urdb_label,natural_gas_price,iteration,pv_kw,pv_production,storage_kw,storage_kwh,chp_kw,hot_tes,cold_tes,net_capex_repl_om,energy_from_grid_year_one,energy_from_grid_year_one_bau,energy_cost,demand_cost,fixed_cost,min_cost_adder,energy_cost_bau,demand_cost_bau,min_cost_adder_bau,lcc_bau,lcc,npv,pre_setup_scenario_seconds,setup_scenario_seconds,reopt_seconds,reopt_bau_seconds,parse_run_outputs_seconds
70,chp_pv_bess_SanFrancisco_Hospital_5d094abf5457a3ba43474943_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess,SanFrancisco,Hospital,5d094abf5457a3ba43474943,9,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7752817.0,7752817.0,3948393.96,906903.01,1890.37,0.0,3948393.96,906903.01,0.0,6037008.0,6037008.0,0.0,0.188733100891113,3.08060383796692,166.301279306412,1.84023427963257,0.102849006652832
71,chp_hottes_SanFrancisco_Hospital_539f7118ec4f024411ece26f_9_0.json,PrivateFivePct420SecsC110PConst,chp_hottes,SanFrancisco,Hospital,539f7118ec4f024411ece26f,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
72,chp_pv_bess_coldtes_hottes_SanFrancisco_Hospital_5e7cc9135457a338417d5622_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess_coldtes_hottes,SanFrancisco,Hospital,5e7cc9135457a338417d5622,9,0,721.8734,1036306.0,0.0,0.0,0.0,0.0,47390.2822299652,820456.0,6719006.0928,7752817.0,4481030.14,1381318.58,20252.48,0.0,5170497.86,1645502.29,0.0,8016073.0,7882878.0,133195.0,0.216120481491089,4.18530893325806,57.3610501289368,1.14330959320068,0.506928682327271
73,pv_bess_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c__0.json,PrivateFivePct420SecsC110PConst,pv_bess,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,,0,0.0,,0.8642,1.1395,0.0,0.0,0.0,1691.22,7752842.0041,7752817.0,2358591.86,2089151.16,46684.3,0.0,2358599.71,2090437.0,0.0,4495721.0,4495537.0,184.0,0.245394468307495,1.87418055534363,6.39814567565918,0.564975500106812,0.316138744354248
74,chp_hottes_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c_9_0.json,PrivateFivePct420SecsC110PConst,chp_hottes,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,9,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7752817.0,7752817.0,2358599.71,2090437.0,46684.3,0.0,2358599.71,2090437.0,0.0,5675542.0,5675542.0,0.0,0.148092031478882,2.33694672584534,256.665177106857,0.776798248291016,0.107211589813232
75,chp_hottes_SanFrancisco_Hospital_539f74f4ec4f024411ed0e5b_13_0.json,PrivateFivePct420SecsC110PConst,chp_hottes,SanFrancisco,Hospital,539f74f4ec4f024411ed0e5b,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
76,chp_coldtes_SanFrancisco_Hospital_5e7cc9135457a338417d5622_13_0.json,PrivateFivePct420SecsC110PConst,chp_coldtes,SanFrancisco,Hospital,5e7cc9135457a338417d5622,13,0,0.0,,0.0,0.0,0.0,0.0,15924.756097561,23887.0,7753400.9209,7752817.0,5170887.29,1601807.96,20252.48,0.0,5170497.86,1645502.29,0.0,8540438.0,8521020.0,19418.0,0.200897455215454,3.32631516456604,7.24357461929321,1.188960313797,0.121062040328979
77,chp_pv_bess_SanFrancisco_Hospital_5cb742345457a31e119b6ec3_13_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess,SanFrancisco,Hospital,5cb742345457a31e119b6ec3,13,0,2638.5521,3787849.0,460.7846,2865.4966,332.082,0.0,0.0,6105482.01,2124413.3447,7752817.0,2872466.87,741195.28,85623.15,0.0,14503814.64,2115012.12,0.0,18408635.0,12515577.0,5893058.0,0.208376884460449,2.85342574119568,37.7094826698303,0.772848844528198,0.869992256164551
78,chp_hottes_SanFrancisco_Hospital_539f74f4ec4f024411ed0e5b_9_0.json,PrivateFivePct420SecsC110PConst,chp_hottes,SanFrancisco,Hospital,539f74f4ec4f024411ed0e5b,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
79,chp_pv_bess_SanFrancisco_Hospital_539f7118ec4f024411ece26f_13_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess,SanFrancisco,Hospital,539f7118ec4f024411ece26f,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
