,file,scenario,tech_choice,city,doe_reference_name,urdb_label,natural_gas_price,iteration,pv_kw,pv_production,storage_kw,storage_kwh,chp_kw,hot_tes,cold_tes,net_capex_repl_om,energy_from_grid_year_one,energy_from_grid_year_one_bau,energy_cost,demand_cost,fixed_cost,min_cost_adder,energy_cost_bau,demand_cost_bau,min_cost_adder_bau,lcc_bau,lcc,npv,pre_setup_scenario_seconds,setup_scenario_seconds,reopt_seconds,reopt_bau_seconds,parse_run_outputs_seconds,julia_input_construction_seconds,julia_reopt_preamble_seconds,julia_reopt_variables_seconds,julia_reopt_constriants_seconds,julia_reopt_optimize_seconds,julia_reopt_postprocess_seconds,pyjulia_start_seconds,pyjulia_pkg_seconds,pyjulia_activate_seconds,pyjulia_include_model_seconds,pyjulia_make_model_seconds,pyjulia_include_reopt_seconds,pyjulia_run_reopt_seconds,julia_input_construction_seconds_bau,julia_reopt_preamble_seconds_bau,julia_reopt_variables_seconds_bau,julia_reopt_constriants_seconds_bau,julia_reopt_optimize_seconds_bau,julia_reopt_postprocess_seconds_bau,pyjulia_start_seconds_bau,pyjulia_pkg_seconds_bau,pyjulia_activate_seconds_bau,pyjulia_include_model_seconds_bau,pyjulia_make_model_seconds_bau,pyjulia_include_reopt_seconds_bau,pyjulia_run_reopt_seconds_bau
58,chp_pv_bess_coldtes_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c_13_0.json,FivePctGap400maxkw,chp_pv_bess_coldtes,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,13,0,110.0141,157934.0,30.7832945961092,64.8839742451764,0.0,0.0,0.0,1892879.95,7596327.71,7752817.0,2307999.78,2013953.33,46684.32,0.0,2358599.71,2090437.0,0.0,6199906.0,6235920.55265063,-36014.5526506323,0.308820486068726,4.27260732650757,109.34332036972,26.2071368694305,0.193685531616211,,0.00603389739990234,3.28692317008972,5.12185955047607,1.03822803497314,7.88803625106812,0.600472450256348,0.000766515731811523,0.00840663909912109,0.00230741500854492,0.0157303810119629,0.978874444961548,107.735205888748,0.226315021514893,0.000177860260009766,1.14360189437866,5.85133409500122,0.327432155609131,3.16214299201965,0.408890962600708,0.000794887542724609,0.00841259956359863,0.00233316421508789,0.0138449668884277,0.90160346031189,24.8697009086609
59,chp_pv_bess_coldtes_SanFrancisco_Hospital_539f6b62ec4f024411ec9bcb_13_0.json,FivePctGap400maxkw,chp_pv_bess_coldtes,SanFrancisco,Hospital,539f6b62ec4f024411ec9bcb,13,0,637.3481,914963.0,196.86032419213,390.411660956262,0.0,0.0,0.0,2827818.07,6842062.77,7752817.0,3079436.15,2359920.4,17253.6,0.0,3489343.17,2718212.13,0.0,7928994.0,8125632.06272902,-196638.062729022,0.454421997070312,4.15676236152649,85.6381087303162,31.8520128726959,0.196470737457275,,0.0606763362884521,2.82542991638184,5.9757068157196,1.06501150131226,7.25210571289062,0.461093187332153,0.000862836837768555,0.00856184959411621,0.00232172012329102,0.0150401592254639,0.984827041625977,84.1637818813324,0.300632953643799,0.000769138336181641,1.22915697097778,6.98037385940552,0.383762836456299,3.56284284591675,0.416918039321899,0.000849723815917969,0.0091092586517334,0.00244927406311035,0.0146098136901855,1.08531999588013,30.3212041854858
60,chp_hottes_SanFrancisco_Hospital_5e1676e95457a3f87673e3b0_9_0.json,FivePctGap400maxkw,chp_hottes,SanFrancisco,Hospital,5e1676e95457a3f87673e3b0,9,0,0.0,,0.0,0.0,382.053886128022,2295.21472392638,0.0,4283191.0,4406024.93,7752817.0,4651125.1,3779563.14,157801.8,0.0,7964797.23,5274309.78,0.0,14576729.0,12871680.7503203,1705048.24967975,0.308646202087402,3.35832643508911,106.260854721069,27.9184448719025,0.174206018447876,,0.0652971267700195,2.12475228309631,3.26888537406921,1.63818120956421,5.49314260482788,0.561097860336304,0.000796079635620117,0.00895023345947266,0.00230145454406738,0.0166842937469482,0.994594812393188,104.674850225449,0.248593807220459,0.000876188278198242,1.21479392051697,5.98964405059814,0.353684186935425,3.77584290504456,0.419607162475586,0.000801324844360352,0.00920796394348145,0.00223779678344727,0.0136528015136719,0.919368743896484,26.5520482063293
61,chp_pv_bess_SanFrancisco_Hospital_5d094abf5457a3ba43474943_9_0.json,FivePctGap400maxkw,chp_pv_bess,SanFrancisco,Hospital,5d094abf5457a3ba43474943,9,0,364.6855,523535.0,0.0,0.0,0.0,0.0,0.0,1558397.0,7229282.36,7752817.0,3680464.48,875316.61,1890.36,0.0,3948393.96,906903.01,0.0,6037008.0,6116069.08114937,-79061.0811493732,0.30362606048584,4.05827140808105,86.7761330604553,28.3066308498383,0.193127632141113,,0.0068366527557373,2.97313857078552,4.92888164520264,0.818107128143311,7.80304312705994,1.92304992675781,0.00177288055419922,0.0470426082611084,0.00630068778991699,0.148030042648315,1.07589340209961,83.572922706604,0.285799980163574,0.000253915786743164,1.27226400375366,5.61181092262268,0.805783987045288,3.79456686973572,0.405877351760864,0.000825643539428711,0.00943231582641602,0.00231456756591797,0.0144739151000977,0.931780815124512,26.9402987957001
62,chp_SanFrancisco_Hospital_539f6b62ec4f024411ec9bcb_13_0.json,FivePctGap400maxkw,chp,SanFrancisco,Hospital,539f6b62ec4f024411ec9bcb,13,0,0.0,,0.0,0.0,15.0,0.0,0.0,1751387.0,7751820.29,7752817.0,3488894.59,2825449.48,17253.6,0.0,3489343.17,2718212.13,0.0,7928994.0,8082984.68705603,-153990.687056028,0.381102085113525,3.42447304725647,77.480623960495,28.1324820518494,0.168253898620605,,0.0596048831939697,1.64821314811707,3.53345513343811,0.916736364364624,6.03926706314087,0.437518119812012,0.00078892707824707,0.00838828086853027,0.00226521492004395,0.0149815082550049,0.943952798843384,76.0712327957153,0.258430957794189,0.000724077224731445,1.49613404273987,5.96637201309204,0.380913019180298,3.17796301841736,0.424090623855591,0.000913858413696289,0.00922632217407227,0.00227713584899902,0.0145516395568848,0.924786567687988,26.7550790309906
63,chp_SanFrancisco_Hospital_5cb742345457a31e119b6ec3_13_0.json,FivePctGap400maxkw,chp,SanFrancisco,Hospital,5cb742345457a31e119b6ec3,13,0,0.0,,0.0,0.0,400.0,0.0,0.0,5469155.0,4630742.89,7752817.0,8407451.45,1485923.9,85623.12,0.0,14503814.64,2115012.12,0.0,18408635.0,15448154.8417592,2960480.15824081,0.416480779647827,3.30403685569763,75.4830482006073,28.7863101959229,0.16976261138916,,0.0597131252288818,2.55787825584412,2.9643771648407,3.56700778007507,5.29816913604736,0.447478532791138,0.000802993774414062,0.00894641876220703,0.00233006477355957,0.0231506824493408,0.96359920501709,74.0351603031158,0.225804805755615,0.000737905502319336,1.58864402770996,6.24395418167114,0.356911897659302,3.109778881073,0.423460960388184,0.000766754150390625,0.0102543830871582,0.00233888626098633,0.0145735740661621,1.28992223739624,27.0431053638458
64,chp_pv_bess_hottes_SanFrancisco_Hospital_5cb742345457a31e119b6ec3_9_0.json,FivePctGap400maxkw,chp_pv_bess_hottes,SanFrancisco,Hospital,5cb742345457a31e119b6ec3,9,0,2048.2362,2940402.0,422.221063653404,2366.98044739369,398.196014288073,14487.6073619632,0.0,8297974.73,1715236.02,7752817.0,2458957.93,702678.07,85623.12,0.0,14503814.64,2115012.12,0.0,17884270.0,10898726.3774417,6985543.62255833,0.3128662109375,4.22334957122803,96.2589564323425,31.072824716568,0.232070922851562,,0.0631542205810547,4.46452617645264,5.37058186531067,3.1283016204834,7.73305797576904,0.437802791595459,0.000879526138305664,0.00878334045410156,0.00246930122375488,0.0172653198242188,0.986267805099487,94.8038136959076,0.227148056030273,0.000747919082641602,1.23939108848572,6.25094604492188,0.391884803771973,3.68163108825684,0.458966493606567,0.000845670700073242,0.0102813243865967,0.00235629081726074,0.0146903991699219,0.997556447982788,29.5865967273712
65,chp_pv_bess_coldtes_SanFrancisco_Hospital_539f74f4ec4f024411ed0e5b_13_0.json,FivePctGap400maxkw,chp_pv_bess_coldtes,SanFrancisco,Hospital,539f74f4ec4f024411ed0e5b,13,0,521.9154,749251.0,64.7490236515457,129.748127583023,0.0,0.0,0.0,2398722.73,7006457.13,7752817.0,3022925.95,2475511.7,0.0,0.0,3368587.57,2702266.32,0.0,7775039.0,7844664.05484594,-69625.054845944,0.48842716217041,4.3213198184967,94.691858291626,28.8098347187042,0.196793794631958,,0.00870370864868164,3.24120998382568,4.76247310638428,1.23966288566589,7.35361647605896,0.480134725570679,0.000881195068359375,0.00870847702026367,0.00464677810668945,0.0143122673034668,0.990489959716797,93.191064119339,0.32197904586792,0.000381946563720703,1.13902711868286,5.74043011665344,0.331250905990601,3.09195804595947,0.417669296264648,0.000876426696777344,0.0105845928192139,0.0027472972869873,0.0273420810699463,1.01649379730225,27.3323028087616
66,chp_pv_bess_hottes_SanFrancisco_Hospital_539f7118ec4f024411ece26f_9_0.json,FivePctGap400maxkw,chp_pv_bess_hottes,SanFrancisco,Hospital,539f7118ec4f024411ece26f,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179820.0,7752817.01,7752817.0,2082060.39,0.0,0.0,0.0,2082060.39,0.0,0.0,3261881.0,3261880.97515313,0.0248468746431172,0.381067514419556,4.14773392677307,111.616071462631,33.3364205360413,0.194879770278931,,0.00778818130493164,3.27761292457581,5.43246388435364,1.10052037239075,10.0130088329315,0.497332572937012,0.000872135162353516,0.00925898551940918,0.00231409072875977,0.0171639919281006,1.32921743392944,109.757988452911,0.222416877746582,0.000262022018432617,1.41192889213562,5.89239692687988,1.14606404304504,6.15234303474426,0.528298616409302,0.000855684280395508,0.00860333442687988,0.00234580039978027,0.014796257019043,0.947981834411621,31.8319540023804
67,chp_pv_bess_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c_13_0.json,FivePctGap400maxkw,chp_pv_bess,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,13,0,110.0141,157934.0,30.7832945961092,64.8839742451763,0.0,0.0,0.0,1892879.95,7596327.71,7752817.0,2307999.78,2013953.33,46684.32,0.0,2358599.71,2090437.0,0.0,6199906.0,6235920.55265063,-36014.5526506323,0.250759363174438,5.44281315803528,102.888389587402,30.2107787132263,0.19179630279541,,0.00607562065124512,2.68830108642578,5.28000712394714,1.00777578353882,7.40040469169617,0.614745378494263,0.0012357234954834,0.0169382095336914,0.00403404235839844,0.0234365463256836,1.05067181587219,101.174935340881,0.220282077789307,0.000162124633789062,1.19776701927185,5.65044903755188,0.32215404510498,3.12836480140686,0.46000599861145,0.000876188278198242,0.0101120471954346,0.00249910354614258,0.0158669948577881,1.02278828620911,28.6970419883728
